icdcode,description1,description2
7719,Conditions of umbilical cord,Other
7720,Birth injury without mention of cause,To brain
7721,Birth injury without mention of cause,To spinal cord
7722,Birth injury without mention of cause,To bone or nerve
7729,Birth injury without mention of cause,Other and unspecified
7730,Termination of pregnancy,Termination of pregnancy
7740,Haemolytic disease of newborn with kernicterus,With Rh incompatability
7741,Haemolytic disease of newborn with kernicterus,With ABO incompatability
7742,Haemolytic disease of newborn with kernicterus,With other or unspecified blood incompatability
7749,Haemolytic disease of newborn with kernicterus,Without mention of cause
7750,Haemolytic disease of newborn without mention of kernicterus,With Rh incompatability
7751,Haemolytic disease of newborn without mention of kernicterus,With ABO incompatability
7752,Haemolytic disease of newborn without mention of kernicterus,With other or unspecified blood incompatability
7759,Haemolytic disease of newborn without mention of kernicterus,Without mention of cause
7760,Anoxic and hypoxic conditions not elsewhere classified,Aspiration of content of birth canal
7761,Anoxic and hypoxic conditions not elsewhere classified,Hyaline membrane disease
7762,Anoxic and hypoxic conditions not elsewhere classified,Respiratory distress syndrome
7763,Anoxic and hypoxic conditions not elsewhere classified,Foetal distress
7764,Anoxic and hypoxic conditions not elsewhere classified,Intra-uterine anoxia
7769,Anoxic and hypoxic conditions not elsewhere classified,Asphyxia of newborn unspecified
7770,"Immaturity, unqualified","Immaturity, unqualified"
7780,Other conditions of foetus or newborn,Foetal blood loss before birth
7781,Other conditions of foetus or newborn,Post-maturity
7782,Other conditions of foetus or newborn,Haemorrhagic disease of newborn
7783,Other conditions of foetus or newborn,Cold injury syndrome
7789,Other conditions of foetus or newborn,Other
7790,Foetal death of unknown cause,Maceration
7799,Foetal death of unknown cause,Other
7800,Certain symptoms referable to nervous system and special senses,Coma and stupor
7801,Certain symptoms referable to nervous system and special senses,Delirium
7802,Certain symptoms referable to nervous system and special senses,Convulsions
7803,Certain symptoms referable to nervous system and special senses,Abnormal involuntary movement
7804,Certain symptoms referable to nervous system and special senses,Disturbance of co-ordination
7805,Certain symptoms referable to nervous system and special senses,Vertigo
7806,Certain symptoms referable to nervous system and special senses,Disturbance of sleep
7807,Certain symptoms referable to nervous system and special senses,Disturbance of memory
7808,Certain symptoms referable to nervous system and special senses,Meningismus
7810,Other symptoms referable to nervous system and special senses,Disturbance of vision except defective sight
7811,Other symptoms referable to nervous system and special senses,Oculomotor disturbance
7812,Other symptoms referable to nervous system and special senses,Photophobia
7813,Other symptoms referable to nervous system and special senses,Disturbance of hearing except deafness
7814,Other symptoms referable to nervous system and special senses,"Disturbance of cranial nerve except optic, oculomotor, and auditary"
7815,Other symptoms referable to nervous system and special senses,Disturbance of speech
7816,Other symptoms referable to nervous system and special senses,Other disturbance of sensation
7817,Other symptoms referable to nervous system and special senses,Encephalopathy
7818,Other symptoms referable to nervous system and special senses,Hallucinations
7820,Symptoms referable to cardiovascular and lymphatic system,Precordial pain
7821,Symptoms referable to cardiovascular and lymphatic system,Palpitation
7822,Symptoms referable to cardiovascular and lymphatic system,Tachycardia
7823,Symptoms referable to cardiovascular and lymphatic system,Pallor and cyanosis
7824,Symptoms referable to cardiovascular and lymphatic system,"Acute heart failure, undefined"
7825,Symptoms referable to cardiovascular and lymphatic system,Syncope and collapse
7826,Symptoms referable to cardiovascular and lymphatic system,Oedema and dropsy
7827,Symptoms referable to cardiovascular and lymphatic system,Enlargement of lymph node
7828,Symptoms referable to cardiovascular and lymphatic system,Splenomegaly
7829,Symptoms referable to cardiovascular and lymphatic system,Shock with mention of trauma
7830,Symptoms referable to respiratory system,Epistaxis
7831,Symptoms referable to respiratory system,Haemoptysis
7832,Symptoms referable to respiratory system,Dyspnoea
7833,Symptoms referable to respiratory system,Cough
7834,Symptoms referable to respiratory system,Excess of sputum
7835,Symptoms referable to respiratory system,Change in voice
7836,Symptoms referable to respiratory system,Stridor
7837,Symptoms referable to respiratory system,Pain in chest
7840,Symptoms referable to upper gastro-intestinal tract,Anorexia
7841,Symptoms referable to upper gastro-intestinal tract,Nausea and vomiting
7842,Symptoms referable to upper gastro-intestinal tract,Pylorospasm
7843,Symptoms referable to upper gastro-intestinal tract,Heartburn
7844,Symptoms referable to upper gastro-intestinal tract,Dysphagia
7845,Symptoms referable to upper gastro-intestinal tract,Haematemesis
7846,Symptoms referable to upper gastro-intestinal tract,Hiccough
7847,Symptoms referable to upper gastro-intestinal tract,Eructation
7850,Symptoms referable to abdomen and lower gastro-intestinal tract,Abdominal swelling (not referable to any particular organ)
7851,Symptoms referable to abdomen and lower gastro-intestinal tract,Hepatomegaly
7852,Symptoms referable to abdomen and lower gastro-intestinal tract,Jaundice (not of newborn)
7853,Symptoms referable to abdomen and lower gastro-intestinal tract,Ascites
7854,Symptoms referable to abdomen and lower gastro-intestinal tract,Flatulence
7855,Symptoms referable to abdomen and lower gastro-intestinal tract,Abdominal pain
7856,Symptoms referable to abdomen and lower gastro-intestinal tract,Incontinence of faeces
7857,Symptoms referable to abdomen and lower gastro-intestinal tract,Melaena (not of new born)
7858,Symptoms referable to abdomen and lower gastro-intestinal tract,Visible peristalsis
7860,Symptoms referable to genito-urinary system,Pain referable to urinary system
7861,Symptoms referable to genito-urinary system,Retention of urine
7862,Symptoms referable to genito-urinary system,Incontinence of urine
7863,Symptoms referable to genito-urinary system,Frequency of micturition
7864,Symptoms referable to genito-urinary system,Polyuria
7865,Symptoms referable to genito-urinary system,"Oliguria, anuria (not of new born)"
7866,Symptoms referable to genito-urinary system,Priapism
7867,Symptoms referable to genito-urinary system,"Pain referable to genital organs, including dyspareunia"
7870,Symptoms referable to limbs and joints,"Transient paralysis of limb, cause unknown"
7871,Symptoms referable to limbs and joints,Pain in limb
7872,Symptoms referable to limbs and joints,Swelling of limb
7873,Symptoms referable to limbs and joints,Pain in joint
7874,Symptoms referable to limbs and joints,Swelling of joint
7875,Symptoms referable to limbs and joints,Difficulty in walking
7876,Symptoms referable to limbs and joints,Abnormality of gait
7880,Other general symptoms,Dehydration
7881,Other general symptoms,Excessive sweating
7882,Other general symptoms,Rash
7883,Other general symptoms,Subcutaneous nodules
7884,Other general symptoms,Loss of weight
7885,Other general symptoms,Tetany
7886,Other general symptoms,Acidosis
7887,Other general symptoms,Alkalosis
7888,Other general symptoms,Pyrexia of unknown origin
7889,Other general symptoms,Other specified symptoms not elsewhere classified
7890,Abnormal urinary constituents of unspecified cause,Albuminuria
7891,Abnormal urinary constituents of unspecified cause,Pyuria and bacteriuria
7892,Abnormal urinary constituents of unspecified cause,Chyluria
7893,Abnormal urinary constituents of unspecified cause,Haematuria
7894,Abnormal urinary constituents of unspecified cause,Haemoglobinuria
7895,Abnormal urinary constituents of unspecified cause,Glycosuria
7896,Abnormal urinary constituents of unspecified cause,Acetonuria
7899,Abnormal urinary constituents of unspecified cause,Other
7900,Nervousness and debility,Nervousness
7901,Nervousness and debility,Debility and undue fatigue
7902,Nervousness and debility,Depression
7910,Headache,Headache
7920,Uraemia,Uraemia
7930,"Observation, without need for further medical care",Mental
7931,"Observation, without need for further medical care",Suspected malignant neoplasm
7938,"Observation, without need for further medical care",Other specified
7939,"Observation, without need for further medical care",Unspecified
7940,Senility without mention of psychosis,Senility without mention of psychosis
7950,Sudden death (cause unknown),Sudden death (cause unknown)
7960,Other ill-defined and unknown causes of morbidity and mortality,Other ill-defined conditions
7961,Other ill-defined and unknown causes of morbidity and mortality,Malingering
7962,Other ill-defined and unknown causes of morbidity and mortality,Found dead (cause unknown)
7963,Other ill-defined and unknown causes of morbidity and mortality,Died without sign of disease
7969,Other ill-defined and unknown causes of morbidity and mortality,Other unknown and unspecified causes
8000,Railway accident involving collision with rolling stock,Railway employee
8001,Railway accident involving collision with rolling stock,Passenger on railway
8002,Railway accident involving collision with rolling stock,Pedestrian
8003,Railway accident involving collision with rolling stock,Pedal cyclist
8008,Railway accident involving collision with rolling stock,Other specified person
8009,Railway accident involving collision with rolling stock,Unspecified person
8010,Railway accident involving collision with other object,Railway employee
8011,Railway accident involving collision with other object,Passenger on railway
8012,Railway accident involving collision with other object,Pedestrian
8013,Railway accident involving collision with other object,Pedal cyclist
8018,Railway accident involving collision with other object,Other specified person
8019,Railway accident involving collision with other object,Unspecified person
8020,Railway accident involving derailment without antecedent collision,Railway employee
